trip_miles,trip_seconds,fare,company,payment_type,tip_rate
12.5,2069,33.75,City Service,Credit Card,12.9
8.7,1440,24.0,Taxi Affiliation Services,Credit Card,12.5
17.4,2880,44.75,U Taxicab,Credit Card,0.0
17.4,2880,44.5,Taxi Affiliation Services,Cash,0.0
2.9,480,10.25,Top Cab Affiliation,Cash,0.0
11.6,1920,31.5,Taxi Affiliation Services,Unknown,0.0
11.6,1920,32.5,Taxi Affiliation Services,Credit Card,25.3
7.45,1233,21.75,Sun Taxi,Cash,0.0
13.39,2216,37.56,Medallion Leasin,Mobile,23.0
9.18,1519,25.25,Flash Cab,Prcard,0.0
18.58,3074,47.0,Sun Taxi,Credit Card,25.3
17.91,2963,45.5,Flash Cab,Cash,0.0
3.7,612,12.5,Chicago Independents,Cash,0.0
18.5,3060,47.25,Top Cab Affiliation,Credit Card,30.2
18.5,3060,47.25,Top Cab Affiliation,Cash,0.0
17.92,2964,44.75,Flash Cab,Credit Card,20.2
15.6,2580,40.75,Top Cab Affiliation,Credit Card,20.2
12.97,2145,34.0,Flash Cab,Cash,0.0
17.41,2879,46.5,City Service,Credit Card,2.0
12.7,2100,36.25,Taxi Affiliation Services,Credit Card,24.8
12.7,2100,35.0,Taxi Affiliation Services,Unknown,0.0
10.39,1718,27.75,Sun Taxi,Credit Card,0.0
7.01,1159,20.0,Flash Cab,Cash,0.0
2.74,453,10.0,Flash Cab,Credit Card,20.0
3.72,615,13.9,Sun Taxi,Mobile,23.8
3.2,529,10.68,Sun Taxi,Mobile,23.0
21.16,3498,51.75,City Service,Credit Card,30.3
7.81,1291,23.75,Flash Cab,Prcard,0.0
17.01,2811,43.25,Chicago Independents,Credit Card,10.4
7.05,1165,21.0,City Service,Credit Card,25.6
8.31,1373,24.0,Flash Cab,Prcard,0.0
6.9,1140,19.75,Globe Taxi,Prcard,0.0
13.8,2280,36.0,Taxi Affiliation Services,Credit Card,20.1
21.44,3542,53.0,City Service,Credit Card,25.2
11.61,1918,33.0,Sun Taxi,Cash,0.0
17.01,2810,43.5,Star North Taxi Management Llc,Credit Card,20.2
18.76,3099,48.0,Sun Taxi,Credit Card,20.2
6.29,1039,18.25,Flash Cab,Prcard,0.0
4.94,816,16.62,Sun Taxi,Mobile,23.0
17.8,2940,45.0,Top Cab Affiliation,Credit Card,20.2
17.8,2940,44.75,Chicago Independents,Credit Card,20.2
6.0,991,18.0,Globe Taxi,Cash,0.0
17.71,2925,45.25,Flash Cab,Credit Card,20.2
21.24,3508,54.5,Star North Taxi Management Llc,Cash,0.0
17.7,2923,45.0,Flash Cab,Credit Card,10.2
4.3,710,14.0,City Service,Cash,0.0
5.07,837,16.48,Sun Taxi,Mobile,23.0
17.3,2856,46.0,Chicago Independents,Cash,0.0
19.82,3272,49.5,Star North Taxi Management Llc,Credit Card,20.2
4.21,695,16.1,City Service,Mobile,23.0
18.18,3001,45.75,Chicago Independents,Credit Card,20.1
9.1,1502,24.75,Chicago Independents,Credit Card,20.2
7.38,1218,22.0,Blue Ribbon Taxi Association,Prcard,0.0
5.92,977,17.75,Flash Cab,Credit Card,0.0
4.0,660,13.25,Taxi Affiliation Services,Cash,0.0
4.0,660,13.25,U Taxicab,Credit Card,29.0
17.65,2912,45.5,Flash Cab,Credit Card,15.2
10.08,1663,29.22,Chicago Independents,Mobile,23.0
17.33,2859,44.0,Flash Cab,Cash,0.0
15.16,2501,40.93,Sun Taxi,Mobile,23.0
4.71,777,14.75,Flash Cab,Cash,0.0
19.31,3185,48.0,Star North Taxi Management Llc,Credit Card,20.2
11.26,1857,30.0,Chicago Independents,Credit Card,25.4
17.7,2919,45.25,Sun Taxi,Credit Card,20.2
17.1,2820,43.0,Chicago Independents,Credit Card,20.2
17.47,2881,45.6,Flash Cab,Cash,0.0
17.88,2948,45.0,Blue Ribbon Taxi Association,Credit Card,25.2
10.39,1713,29.0,Medallion Leasin,Cash,0.0
33.19,5472,80.0,Flash Cab,Cash,0.0
17.07,2814,43.0,Patriot Taxi Dba Peace Taxi Associat,Credit Card,20.2
11.18,1843,30.5,Flash Cab,Cash,0.0
8.42,1388,24.5,Taxicab Insurance Agency Llc,Cash,0.0
7.48,1233,22.28,24 Seven Taxi,Mobile,23.0
9.1,1500,25.0,Taxi Affiliation Services,Unknown,0.0
17.97,2962,45.5,24 Seven Taxi,Credit Card,21.3
11.4,1879,31.5,Medallion Leasin,Cash,0.0
11.48,1892,32.25,Flash Cab,Cash,0.0
17.39,2866,43.75,Medallion Leasin,Credit Card,15.2
16.45,2711,43.0,Taxicab Insurance Agency Llc,Credit Card,25.3
10.37,1709,29.0,Flash Cab,Prcard,0.0
5.17,852,16.0,Sun Taxi,Credit Card,20.4
12.07,1989,31.75,Taxicab Insurance Agency Llc,Cash,0.0
7.44,1226,22.57,City Service,Mobile,23.0
17.18,2831,45.03,Sun Taxi,Mobile,23.0
6.19,1020,18.5,Flash Cab,Prcard,0.0
19.3,3180,49.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
13.25,2183,34.25,Sun Taxi,Credit Card,20.3
9.19,1514,26.25,Chicago Independents,Cash,0.0
3.09,509,10.75,City Service,Credit Card,31.1
5.1,840,17.5,Taxi Affiliation Services,Unknown,0.0
5.1,840,16.25,Top Cab Affiliation,Credit Card,16.4
10.2,1680,28.75,Choice Taxi Association,Credit Card,20.3
13.03,2146,36.25,Taxicab Insurance Agency Llc,Credit Card,20.2
18.55,3055,47.25,Chicago Independents,Credit Card,20.2
7.25,1194,21.75,Flash Cab,Prcard,0.0
18.26,3007,46.0,Chicago Independents,Credit Card,20.2
8.77,1444,25.0,Flash Cab,Cash,0.0
7.44,1225,21.5,Sun Taxi,Credit Card,25.6
10.24,1686,28.5,Sun Taxi,Cash,0.0
5.57,917,19.23,City Service,Mobile,23.8
8.73,1437,24.75,Medallion Leasin,Credit Card,15.2
5.17,851,16.25,Flash Cab,Cash,0.0
11.3,1860,31.5,U Taxicab,Unknown,0.0
11.3,1860,30.5,Taxi Affiliation Services,Cash,0.0
17.68,2910,44.5,City Service,Credit Card,20.2
17.5,2880,44.25,Top Cab Affiliation,Cash,0.0
17.5,2880,45.25,Taxi Affiliation Services,Credit Card,20.2
17.5,2880,45.0,Taxi Affiliation Services,Credit Card,25.2
17.64,2903,44.75,Sun Taxi,Credit Card,20.2
19.27,3171,49.0,Flash Cab,Credit Card,15.1
5.16,849,16.0,Flash Cab,Prcard,0.0
6.4,1053,19.0,Sun Taxi,Credit Card,20.5
17.62,2899,44.25,Sun Taxi,Credit Card,25.3
17.11,2815,45.25,City Service,Cash,0.0
21.28,3501,53.0,City Service,Credit Card,20.2
17.22,2833,43.93,24 Seven Taxi,Mobile,4.6
12.4,2040,34.0,"Taxicab Insurance Agency, LLC",Credit Card,20.3
6.2,1020,18.75,Taxi Affiliation Services,Credit Card,20.0
18.6,3060,47.0,Globe Taxi,Credit Card,20.2
12.98,2135,35.25,Flash Cab,Prcard,0.0
2.9,477,10.5,Sun Taxi,Mobile,0.0
11.6,1908,32.25,Chicago Independents,Credit Card,13.4
6.7,1102,19.75,Sun Taxi,Credit Card,14.8
7.54,1240,21.5,Flash Cab,Prcard,0.0
18.37,3021,47.5,City Service,Credit Card,20.2
5.57,916,16.5,Flash Cab,Credit Card,12.1
2.22,365,9.77,Sun Taxi,Mobile,11.5
11.69,1922,32.5,Flash Cab,Prcard,0.0
26.69,4388,75.41,Flash Cab,Cash,0.0
18.23,2997,45.75,Medallion Leasin,Credit Card,25.2
3.96,651,13.25,Flash Cab,Credit Card,20.5
7.3,1200,22.0,Taxi Affiliation Services,Credit Card,25.5
17.77,2921,44.5,Sun Taxi,Credit Card,20.2
10.89,1790,30.0,Flash Cab,Cash,0.0
15.52,2551,40.0,Flash Cab,Mobile,20.2
4.35,715,14.0,24 Seven Taxi,Cash,0.0
17.62,2896,44.0,Taxicab Insurance Agency Llc,Credit Card,15.2
5.27,866,16.74,24 Seven Taxi,Mobile,11.5
14.43,2371,37.5,Sun Taxi,Mobile,18.2
17.9,2941,44.75,Chicago Independents,Credit Card,20.2
5.91,971,18.0,Sun Taxi,Cash,0.0
8.4,1380,23.5,Taxi Affiliation Services,Unknown,0.0
16.8,2760,43.0,Taxi Affiliation Services,Credit Card,20.2
2.52,414,9.5,Blue Ribbon Taxi Association,Credit Card,20.7
2.77,455,10.0,Taxicab Insurance Agency Llc,Mobile,10.5
17.9,2940,45.0,U Taxicab,Credit Card,20.2
17.9,2940,46.75,Globe Taxi,Credit Card,20.2
9.56,1570,33.68,Flash Cab,Cash,0.0
9.5,1560,27.0,Taxi Affiliation Services,Unknown,0.0
9.5,1560,26.75,Taxi Affiliation Services,Unknown,0.0
10.03,1647,27.25,Flash Cab,Prcard,0.0
14.5,2381,39.5,Sun Taxi,Cash,0.0
6.73,1105,19.99,Flash Cab,Mobile,23.0
0.67,110,9.0,City Service,Mobile,23.0
17.43,2861,44.25,Flash Cab,Credit Card,20.2
13.86,2275,37.0,Chicago Independents,Mobile,20.3
3.15,517,10.75,24 Seven Taxi,Credit Card,67.8
17.67,2900,44.5,Flash Cab,Cash,0.0
3.4,558,11.25,Sun Taxi,Mobile,20.9
19.73,3238,49.25,Flash Cab,Credit Card,0.0
20.62,3384,51.75,City Service,Credit Card,25.2
5.99,983,19.32,Sun Taxi,Mobile,0.0
6.88,1129,17.03,Blue Ribbon Taxi Association,Mobile,23.0
18.3,3003,47.0,Blue Ribbon Taxi Association,Cash,0.0
9.8,1608,26.5,City Service,Credit Card,20.3
9.38,1539,26.25,Flash Cab,Prcard,0.0
12.8,2100,34.5,Taxi Affiliation Services,Credit Card,75.9
12.8,2100,35.5,Top Cab Affiliation,Cash,0.0
3.45,566,12.43,Sun Taxi,Mobile,23.0
8.68,1424,24.5,Flash Cab,Cash,0.0
18.55,3043,46.5,Medallion Leasin,Credit Card,20.2
18.06,2962,45.75,Medallion Leasin,Credit Card,20.2
3.25,533,10.75,Star North Taxi Management Llc,Credit Card,20.6
6.61,1084,19.75,Chicago Independents,Cash,0.0
14.01,2297,36.75,Sun Taxi,Credit Card,20.2
3.05,500,10.75,Blue Ribbon Taxi Association,Credit Card,25.8
18.3,3000,46.5,Choice Taxi Association,Credit Card,19.8
7.51,1231,22.5,Star North Taxi Management Llc,Credit Card,20.4
17.79,2916,45.5,City Service,Cash,0.0
4.35,713,14.25,Taxicab Insurance Agency Llc,Credit Card,14.0
2.77,454,10.0,City Service,Cash,0.0
4.21,690,13.75,Flash Cab,Credit Card,25.7
9.61,1575,26.5,Sun Taxi,Cash,0.0
7.92,1298,22.5,City Service,Credit Card,21.3
21.6,3540,53.5,"Taxicab Insurance Agency, LLC",Credit Card,20.0
18.83,3086,48.25,Star North Taxi Management Llc,Cash,0.0
17.75,2909,44.5,City Service,Credit Card,20.2
19.05,3122,48.0,Flash Cab,Cash,0.0
4.9,803,15.0,Chicago Independents,Cash,0.0
10.82,1773,30.25,Flash Cab,Prcard,0.0
6.06,993,18.25,Flash Cab,Prcard,0.0
7.72,1265,22.25,Chicago Independents,Cash,0.0
5.39,883,16.5,City Service,Cash,0.0
1.52,249,6.75,Flash Cab,Credit Card,59.3
9.7,1589,29.25,Flash Cab,Prcard,0.0
17.17,2812,43.5,Flash Cab,Credit Card,15.2
17.97,2943,45.0,Medallion Leasin,Credit Card,15.1
17.58,2879,44.25,City Service,Credit Card,20.2
18.84,3085,47.0,Flash Cab,Credit Card,20.2
7.75,1269,23.57,Sun Taxi,Mobile,23.0
17.66,2891,45.0,Chicago Independents,Credit Card,20.2
4.27,699,13.9,City Service,Mobile,11.5
9.83,1609,27.25,City Service,Prcard,0.0
5.34,874,16.5,Chicago Independents,Credit Card,20.6
8.78,1437,25.25,Blue Ribbon Taxi Association,Mobile,21.5
16.04,2625,41.5,24 Seven Taxi,Credit Card,15.2
10.73,1756,30.0,Flash Cab,Prcard,0.0
12.1,1980,31.75,"Taxicab Insurance Agency, LLC",Credit Card,33.6
12.1,1980,34.0,"Taxicab Insurance Agency, LLC",Credit Card,20.0
1.1,180,5.75,Choice Taxi Association,Credit Card,0.0
3.3,540,11.25,Choice Taxi Association,Credit Card,31.1
3.3,540,11.25,Taxi Affiliation Services,Cash,0.0
11.0,1800,29.5,Taxi Affiliation Services,Unknown,0.0
9.9,1620,28.5,Taxi Affiliation Services,Unknown,0.0
4.4,720,14.0,Taxi Affiliation Services,Unknown,0.0
2.2,360,8.5,Taxi Affiliation Services,Unknown,0.0
14.3,2340,38.0,Taxi Affiliation Services,Credit Card,20.2
17.6,2880,44.75,"Taxicab Insurance Agency, LLC",Cash,0.0
8.8,1440,43.25,"Taxicab Insurance Agency, LLC",Credit Card,21.2
4.4,720,13.5,"Taxicab Insurance Agency, LLC",Credit Card,25.7
9.9,1620,27.5,"Taxicab Insurance Agency, LLC",Cash,0.0
4.4,720,14.25,"Taxicab Insurance Agency, LLC",Credit Card,21.9
17.6,2880,45.0,"Taxicab Insurance Agency, LLC",No Charge,0.0
6.6,1080,19.5,Globe Taxi,Credit Card,20.5
8.8,1440,25.25,Taxi Affiliation Services,Unknown,0.0
13.2,2160,34.25,Taxi Affiliation Services,Unknown,0.0
1.1,180,4.75,Choice Taxi Association,Credit Card,0.0
17.6,2880,43.5,Taxi Affiliation Services,Credit Card,20.2
9.9,1620,26.5,Taxi Affiliation Services,Cash,0.0
18.7,3060,47.75,U Taxicab,Credit Card,20.2
2.2,360,8.75,U Taxicab,Cash,0.0
7.7,1260,21.25,Taxi Affiliation Services,Credit Card,0.0
17.9,2929,45.0,Chicago Taxicab,Credit Card,15.1
18.09,2960,46.25,Flash Cab,Cash,0.0
16.46,2693,41.5,Medallion Leasin,Credit Card,1.9
12.96,2120,34.75,24 Seven Taxi,Credit Card,20.3
4.53,741,14.25,City Service,Credit Card,20.7
3.76,615,12.5,Globe Taxi,Mobile,25.8
17.92,2931,45.75,Sun Taxi,Credit Card,20.2
18.93,3096,47.75,Taxicab Insurance Agency Llc,Mobile,20.2
5.04,824,15.5,Taxicab Insurance Agency Llc,Credit Card,15.4
21.09,3448,52.5,Flash Cab,Credit Card,20.2
16.23,2653,42.75,Flash Cab,Credit Card,25.3
4.13,675,13.0,Sun Taxi,Credit Card,20.7
26.17,4277,65.25,Sun Taxi,Credit Card,20.1
15.0,2451,40.75,Taxicab Insurance Agency Llc,Credit Card,20.2
9.67,1580,27.75,Flash Cab,Prcard,0.0
12.64,2065,34.75,Flash Cab,Prcard,0.0
7.86,1284,22.5,Star North Taxi Management Llc,Cash,0.0
6.63,1083,19.75,Flash Cab,Cash,0.0
18.0,2940,45.25,Taxi Affiliation Services,Credit Card,9.4
8.26,1349,24.0,Medallion Leasin,Prcard,0.0
16.79,2742,43.09,Taxicab Insurance Agency Llc,Mobile,23.0
4.55,743,16.59,Chicago Independents,Mobile,17.2
3.65,596,12.25,Flash Cab,Prcard,0.0
9.31,1520,26.0,Flash Cab,Cash,0.0
14.7,2400,37.5,Choice Taxi Association,Credit Card,13.3
13.69,2235,38.75,Flash Cab,Credit Card,25.3
18.56,3030,48.75,Medallion Leasin,Cash,0.0
5.55,906,17.25,Flash Cab,Credit Card,15.4
17.9,2922,45.5,Flash Cab,Credit Card,17.6
18.28,2984,45.65,Medallion Leasin,Mobile,17.3
18.79,3067,48.75,Flash Cab,Credit Card,15.1
8.89,1451,24.0,City Service,Prcard,0.0
7.88,1286,23.0,Sun Taxi,Credit Card,0.0
9.1,1485,25.5,Flash Cab,Prcard,0.0
15.21,2482,42.0,Sun Taxi,Credit Card,25.3
7.36,1201,21.5,Flash Cab,Prcard,0.0
11.4,1860,31.5,Taxi Affiliation Services,Credit Card,20.2
11.4,1860,31.0,U Taxicab,Unknown,0.0
11.4,1860,30.25,Taxi Affiliation Services,Credit Card,19.8
3.23,527,11.25,Flash Cab,Cash,0.0
9.2,1501,25.75,Sun Taxi,Credit Card,13.4
17.88,2917,45.75,City Service,Credit Card,20.2
14.18,2313,38.0,Flash Cab,Prcard,0.0
17.89,2918,45.5,Globe Taxi,Credit Card,19.8
13.98,2280,39.75,Sun Taxi,Credit Card,13.7
14.59,2379,39.25,Flash Cab,Credit Card,15.2
9.2,1500,25.5,Taxi Affiliation Services,Credit Card,0.0
18.4,3000,46.75,"Taxicab Insurance Agency, LLC",Credit Card,20.2
2.3,375,8.75,Sun Taxi,Cash,0.0
18.4,3000,45.75,Taxi Affiliation Services,Credit Card,20.2
9.2,1500,30.25,Taxi Affiliation Services,Unknown,0.0
13.77,2245,37.0,Sun Taxi,Credit Card,30.4
16.28,2654,43.75,Taxicab Insurance Agency Llc,Credit Card,20.2
13.79,2248,36.75,Flash Cab,Mobile,20.2
6.84,1115,20.46,Sun Taxi,Mobile,23.0
17.3,2820,44.5,Chicago Independents,Credit Card,30.3
17.3,2820,44.0,Taxi Affiliation Services,Cash,0.0
11.38,1855,30.75,City Service,Credit Card,14.0
3.54,577,12.0,Sun Taxi,Cash,0.0
4.97,810,15.75,Patriot Taxi Dba Peace Taxi Associat,Cash,0.0
18.87,3075,47.0,Sun Taxi,Credit Card,25.3
7.88,1284,21.75,Flash Cab,Credit Card,20.4
10.47,1706,27.75,Flash Cab,Prcard,0.0
16.4,2672,44.5,Chicago Independents,Credit Card,0.0
9.71,1582,27.5,Globe Taxi,Cash,0.0
6.85,1116,19.5,Flash Cab,Cash,0.0
20.22,3294,45.48,Flash Cab,Mobile,23.0
7.41,1207,22.5,24 Seven Taxi,Credit Card,4.4
13.82,2251,36.5,City Service,Cash,0.0
11.58,1886,32.25,City Service,Prcard,0.0
13.84,2254,38.25,Blue Ribbon Taxi Association,Prcard,0.0
18.39,2995,46.75,Flash Cab,Credit Card,20.2
7.0,1140,21.5,Taxi Affiliation Services,Unknown,0.0
7.0,1140,20.5,"Taxicab Insurance Agency, LLC",Credit Card,20.5
14.0,2280,37.5,Choice Taxi Association,Credit Card,26.0
13.16,2143,36.5,Flash Cab,Prcard,0.0
8.53,1389,24.5,Sun Taxi,Credit Card,8.2
9.66,1573,27.25,Flash Cab,Cash,0.0
17.19,2799,42.75,Globe Taxi,Mobile,20.2
11.62,1892,31.0,Taxicab Insurance Agency Llc,Mobile,20.3
12.72,2071,40.83,Flash Cab,Cash,0.0
18.07,2942,46.0,Flash Cab,Credit Card,20.2
15.67,2551,41.25,Sun Taxi,Cash,0.0
17.82,2901,45.75,City Service,Credit Card,20.1
12.9,2100,33.75,Taxi Affiliation Services,Credit Card,14.0
8.41,1369,24.05,Medallion Leasin,Mobile,23.0
2.39,389,9.0,Flash Cab,Cash,0.0
1.45,236,9.0,Sun Taxi,Mobile,11.6
5.45,887,16.41,Globe Taxi,Mobile,0.0
4.16,677,14.17,City Service,Mobile,35.3
8.91,1450,25.5,Flash Cab,Prcard,0.0
11.8,1920,32.0,Taxi Affiliation Services,Unknown,0.0
11.8,1920,31.0,Taxi Affiliation Services,Unknown,0.0
6.57,1069,19.75,Flash Cab,Prcard,0.0
15.9,2587,39.75,Flash Cab,Credit Card,15.2
4.29,698,13.75,Globe Taxi,Prcard,0.0
5.55,903,18.13,Blue Ribbon Taxi Association,Mobile,16.5
24.48,3982,60.75,Star North Taxi Management Llc,Credit Card,20.2
12.13,1973,34.5,Star North Taxi Management Llc,Cash,0.0
4.98,810,15.25,Taxicab Insurance Agency Llc,Credit Card,20.5
6.29,1023,18.75,Sun Taxi,Cash,0.0
6.45,1049,89.0,Flash Cab,Cash,0.0
17.53,2851,45.0,Star North Taxi Management Llc,Credit Card,15.1
8.75,1423,24.0,Flash Cab,Cash,0.0
18.89,3072,49.0,Medallion Leasin,Mobile,15.1
10.7,1740,31.0,"Taxicab Insurance Agency, LLC",Credit Card,15.3
10.03,1631,27.75,Globe Taxi,Credit Card,20.4
13.8,2244,40.19,Sun Taxi,Mobile,17.2
2.7,439,9.96,City Service,Mobile,23.0
25.2,4097,63.0,Sun Taxi,Credit Card,20.1
17.5,2845,45.0,Flash Cab,Credit Card,20.2
10.66,1733,34.86,Flash Cab,Cash,0.0
4.14,673,13.75,Flash Cab,Credit Card,20.7
17.3,2812,43.75,Flash Cab,Credit Card,20.2
9.77,1588,27.0,Medallion Leasin,Prcard,0.0
21.3,3462,53.0,Globe Taxi,Credit Card,20.2
18.3,2974,46.0,Flash Cab,Credit Card,0.0
4.8,780,14.75,Taxi Affiliation Services,Cash,0.0
9.6,1560,26.75,Taxi Affiliation Services,Credit Card,13.0
9.6,1560,26.5,Taxi Affiliation Services,Unknown,0.0
4.69,762,14.75,Flash Cab,Cash,0.0
17.72,2879,45.25,Flash Cab,Credit Card,20.2
11.0,1787,31.25,Flash Cab,Cash,0.0
7.43,1207,21.75,City Service,Credit Card,20.5
7.03,1142,20.0,Flash Cab,Prcard,0.0
13.9,2258,37.75,Sun Taxi,Cash,0.0
5.99,973,17.02,Sun Taxi,Mobile,17.3
18.1,2940,46.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
18.1,2940,45.5,"Taxicab Insurance Agency, LLC",Credit Card,15.0
4.71,765,18.03,Sun Taxi,Mobile,23.0
13.3,2160,35.25,Taxi Affiliation Services,Credit Card,30.3
13.3,2160,37.5,Choice Taxi Association,Credit Card,8.3
13.3,2160,34.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
11.94,1939,33.75,City Service,Credit Card,25.3
13.37,2171,35.44,Globe Taxi,Mobile,20.7
13.05,2119,34.25,Flash Cab,Prcard,0.0
3.96,643,13.25,Flash Cab,Cash,34.6
14.67,2382,42.25,Flash Cab,Cash,0.0
2.87,466,10.25,Flash Cab,Cash,0.0
8.5,1380,24.0,Taxi Affiliation Services,Unknown,0.0
2.39,388,8.75,Blue Ribbon Taxi Association,Credit Card,34.3
9.77,1586,27.5,Sun Taxi,Credit Card,20.4
17.48,2837,45.0,Flash Cab,Credit Card,20.2
12.2,1980,33.0,"Taxicab Insurance Agency, LLC",Credit Card,5.4
12.2,1980,33.0,Taxi Affiliation Services,Unknown,0.0
10.26,1665,29.0,City Service,Credit Card,20.2
9.04,1467,25.5,Sun Taxi,Credit Card,20.4
18.13,2942,46.0,Sun Taxi,Credit Card,20.2
5.67,920,17.0,Medallion Leasin,Cash,0.0
10.54,1710,28.25,Flash Cab,Prcard,0.0
1.88,305,7.75,Flash Cab,Credit Card,25.8
4.05,657,13.25,Flash Cab,Mobile,20.8
17.68,2868,44.5,Sun Taxi,Cash,0.0
8.6,1395,24.0,City Service,Cash,0.0
4.18,678,13.75,Flash Cab,Credit Card,20.5
10.05,1630,28.25,City Service,Prcard,0.0
17.93,2908,46.0,Medallion Leasin,Credit Card,15.1
14.33,2324,37.54,24 Seven Taxi,Mobile,17.3
11.13,1805,30.75,Flash Cab,Prcard,0.0
3.41,553,11.75,Sun Taxi,Credit Card,17.0
3.78,613,12.5,Blue Ribbon Taxi Association,Credit Card,20.8
11.1,1800,29.75,Taxi Affiliation Services,Credit Card,29.6
11.1,1800,30.25,Taxi Affiliation Services,Unknown,0.0
3.7,600,12.75,Globe Taxi,Credit Card,26.0
7.4,1200,21.0,Taxi Affiliation Services,Unknown,0.0
7.4,1200,20.75,Taxi Affiliation Services,Unknown,0.0
3.7,600,12.25,Taxi Affiliation Services,Unknown,0.0
3.7,600,11.75,Taxi Affiliation Services,Credit Card,20.6
3.7,600,12.0,Taxi Affiliation Services,Cash,0.0
3.7,600,12.25,Taxi Affiliation Services,Cash,0.0
7.4,1200,23.0,"Taxicab Insurance Agency, LLC",Credit Card,17.4
7.4,1200,22.25,Taxi Affiliation Services,Unknown,0.0
14.8,2400,39.25,Taxi Affiliation Services,Credit Card,20.2
6.79,1101,20.15,City Service,Mobile,23.0
13.07,2119,34.5,City Service,Cash,0.0
11.32,1835,30.5,Flash Cab,Cash,0.0
10.95,1775,30.0,City Service,Credit Card,20.3
4.88,791,15.43,City Service,Mobile,23.0
2.11,342,8.25,Flash Cab,Credit Card,15.6
11.05,1791,29.75,City Service,Credit Card,25.4
17.4,2820,43.25,Taxi Affiliation Services,Credit Card,20.2
17.4,2820,45.0,Taxi Affiliation Services,Cash,0.0
3.19,517,10.75,Flash Cab,Credit Card,8.5
17.87,2896,45.25,Blue Ribbon Taxi Association,Credit Card,15.1
19.0,3079,55.14,Flash Cab,Cash,0.0
13.94,2259,36.5,Flash Cab,Prcard,0.0
3.95,640,12.75,Medallion Leasin,Credit Card,15.6
10.0,1620,27.75,Taxi Affiliation Services,Unknown,0.0
8.1,1312,23.75,Globe Taxi,Cash,0.0
17.17,2781,43.75,Sun Taxi,Cash,0.0
14.75,2389,38.75,Sun Taxi,Credit Card,20.2
10.49,1699,30.5,Flash Cab,Credit Card,20.3
16.3,2640,41.0,"Taxicab Insurance Agency, LLC",Credit Card,33.3
17.92,2902,45.75,Sun Taxi,Credit Card,25.2
17.6,2850,45.5,Chicago Independents,Credit Card,25.3
16.1,2607,40.75,Taxicab Insurance Agency Llc,Credit Card,20.2
4.99,808,15.75,Flash Cab,Prcard,0.0
17.75,2874,44.5,Medallion Leasin,Credit Card,15.2
6.3,1020,19.25,Taxi Affiliation Services,Cash,0.0
6.3,1020,18.75,Taxi Affiliation Services,Credit Card,20.3
16.98,2749,42.75,City Service,Credit Card,25.3
3.7,599,12.46,Sun Taxi,Mobile,23.0
12.98,2101,34.25,Blue Ribbon Taxi Association,Prcard,0.0
8.73,1413,17.36,Star North Taxi Management Llc,Mobile,23.0
15.4,2492,40.5,Taxicab Insurance Agency Llc,Credit Card,20.2
19.43,3144,49.0,Sun Taxi,Cash,0.0
17.57,2843,44.0,Blue Ribbon Taxi Association,Credit Card,15.2
17.49,2830,44.25,Taxicab Insurance Agency Llc,Credit Card,15.2
8.9,1440,25.25,"Taxicab Insurance Agency, LLC",Unknown,0.0
8.9,1440,25.0,Taxi Affiliation Services,Unknown,0.0
5.81,940,17.75,24 Seven Taxi,Credit Card,20.5
15.91,2574,43.25,City Service,Credit Card,25.3
7.3,1181,21.29,City Service,Mobile,18.8
2.51,406,9.25,Blue Ribbon Taxi Association,Credit Card,15.5
17.8,2879,43.75,Chicago Independents,Mobile,20.2
17.22,2785,43.5,Sun Taxi,Credit Card,0.0
6.11,988,18.5,Chicago Independents,Cash,0.0
14.36,2322,40.83,Flash Cab,Cash,0.0
25.4,4107,62.25,City Service,Credit Card,20.2
9.58,1549,27.25,Flash Cab,Prcard,0.3
16.47,2663,43.0,Flash Cab,Cash,0.0
11.85,1916,34.45,Flash Cab,Cash,0.0
16.7,2700,41.5,Chicago Independents,Credit Card,20.2
17.3,2797,44.0,City Service,Credit Card,20.2
19.3,3120,48.75,Taxi Affiliation Services,Credit Card,9.5
18.59,3005,47.5,Sun Taxi,Credit Card,20.2
14.52,2347,39.25,City Service,Credit Card,20.2
8.26,1335,23.0,Flash Cab,Cash,0.0
24.57,3971,60.0,Chicago Independents,Credit Card,20.2
13.46,2175,36.25,Flash Cab,Cash,0.0
14.89,2406,38.0,Taxicab Insurance Agency Llc,Credit Card,11.9
16.8,2714,42.75,City Service,Credit Card,0.0
0.65,105,9.0,City Service,Mobile,20.7
0.65,105,4.5,Flash Cab,Cash,0.0
13.0,2100,34.5,Top Cab Affiliation,Credit Card,25.3
5.2,840,15.75,Globe Taxi,Cash,0.0
18.2,2940,47.0,Choice Taxi Association,Credit Card,20.2
13.0,2100,34.25,Chicago Independents,Credit Card,20.3
18.2,2940,45.25,Taxi Affiliation Services,Credit Card,20.2
13.0,2100,35.0,Choice Taxi Association,Credit Card,12.8
2.6,420,9.75,Choice Taxi Association,Credit Card,31.3
13.0,2100,34.75,Top Cab Affiliation,Credit Card,20.3
5.2,840,16.25,Globe Taxi,Cash,0.0
13.0,2100,36.5,Taxi Affiliation Services,Credit Card,25.3
5.2,840,15.75,Taxi Affiliation Services,Unknown,0.0
